,Unnamed: 0,Day,Lecture,Room
749,749,Tuesday,5,HMT Lab
750,750,Tuesday,5,Vibrations Lab
751,751,Tuesday,5,C&ELab
752,752,Tuesday,5,DigitalLab
753,753,Tuesday,5,PowerElectronicsLab
754,754,Tuesday,5,Survey Lab
804,804,Wednesday,0,C1
805,805,Wednesday,0,C2
806,806,Wednesday,0,C3
807,807,Wednesday,0,C4
808,808,Wednesday,0,C5
809,809,Wednesday,0,C1.1
810,810,Wednesday,0,C1.2
811,811,Wednesday,0,C1.3
812,812,Wednesday,0,C1.4
813,813,Wednesday,0,C2.2
814,814,Wednesday,0,C2.3
815,815,Wednesday,0,C2.4
816,816,Wednesday,0,C2.5
817,817,Wednesday,0,A1
818,818,Wednesday,0,A3
819,819,Wednesday,0,A1.1
820,820,Wednesday,0,A1.2
821,821,Wednesday,0,A1.3
822,822,Wednesday,0,A2.1
823,823,Wednesday,0,A2.2
824,824,Wednesday,0,A2.8
825,825,Wednesday,0,B1
826,826,Wednesday,0,B3
827,827,Wednesday,0,B4
828,828,Wednesday,0,B5
829,829,Wednesday,0,B6
830,830,Wednesday,0,B7
831,831,Wednesday,0,B8
832,832,Wednesday,0,B9
833,833,Wednesday,0,B10
834,834,Wednesday,0,B11
835,835,Wednesday,0,B12
836,836,Wednesday,0,B13
837,837,Wednesday,0,B14
838,838,Wednesday,0,W1
839,839,Wednesday,0,W2
840,840,Wednesday,0,W3
841,841,Wednesday,0,W4
842,842,Wednesday,0,Engineering Mechanics Lab
843,843,Wednesday,0,Engineering Drawing Hall
844,844,Wednesday,0,FYP Lab
845,845,Wednesday,0,Getechnical Engineering Lab
846,846,Wednesday,0,Fluid Mechanics Lab
847,847,Wednesday,0,Civil Engineering Materials Lab
848,848,Wednesday,0,C Lab1
849,849,Wednesday,0,C Lab2
850,850,Wednesday,0,C Lab3
851,851,Wednesday,0,C Lab4
852,852,Wednesday,0,C lab5
853,853,Wednesday,0,MS Lab
854,854,Wednesday,0,Cisco Lab
855,855,Wednesday,0,CAD CAM Lab
856,856,Wednesday,0,Bio Lab
857,857,Wednesday,0,FSN Lab
858,858,Wednesday,0,DRAWING HALL
859,859,Wednesday,0,Mechanics Lab
860,860,Wednesday,0,Thermo Lab
861,861,Wednesday,0,Electric Machines Lab
862,862,Wednesday,0,HMT Lab
863,863,Wednesday,0,Vibrations Lab
864,864,Wednesday,0,PhyLab
865,865,Wednesday,0,C&ELab
866,866,Wednesday,0,DigitalLab
867,867,Wednesday,0,PowerElectronicsLab
868,868,Wednesday,0,Seminar Room
869,869,Wednesday,0,DLD Lab
870,870,Wednesday,0,Survey Lab
871,871,Wednesday,1,B4
872,872,Wednesday,1,B11
873,873,Wednesday,1,Engineering Mechanics Lab
874,874,Wednesday,1,Engineering Drawing Hall
875,875,Wednesday,1,FYP Lab
876,876,Wednesday,1,Getechnical Engineering Lab
877,877,Wednesday,1,Fluid Mechanics Lab
878,878,Wednesday,1,DRAWING HALL
879,879,Wednesday,1,Mechanics Lab
880,880,Wednesday,1,Thermo Lab
881,881,Wednesday,1,Electric Machines Lab
882,882,Wednesday,1,HMT Lab
883,883,Wednesday,1,Vibrations Lab
884,884,Wednesday,1,C&ELab
885,885,Wednesday,1,DigitalLab
886,886,Wednesday,1,PowerElectronicsLab
887,887,Wednesday,1,Survey Lab
938,938,Wednesday,2,C2.5
939,939,Wednesday,2,Engineering Drawing Hall
940,940,Wednesday,2,FYP Lab
941,941,Wednesday,2,Getechnical Engineering Lab
942,942,Wednesday,2,Fluid Mechanics Lab
943,943,Wednesday,2,DRAWING HALL
944,944,Wednesday,2,Thermo Lab
945,945,Wednesday,2,Electric Machines Lab
946,946,Wednesday,2,HMT Lab
947,947,Wednesday,2,PowerElectronicsLab
948,948,Wednesday,2,Survey Lab
1005,1005,Wednesday,3,Engineering Drawing Hall
1006,1006,Wednesday,3,FYP Lab
1007,1007,Wednesday,3,Fluid Mechanics Lab
1008,1008,Wednesday,3,Civil Engineering Materials Lab
1009,1009,Wednesday,3,Bio Lab
1010,1010,Wednesday,3,DRAWING HALL
1011,1011,Wednesday,3,Mechanics Lab
1012,1012,Wednesday,3,Thermo Lab
1013,1013,Wednesday,3,Electric Machines Lab
1014,1014,Wednesday,3,HMT Lab
1015,1015,Wednesday,3,PhyLab
1016,1016,Wednesday,3,PowerElectronicsLab
1017,1017,Wednesday,3,Survey Lab
1072,1072,Wednesday,4,B12
1073,1073,Wednesday,4,Fluid Mechanics Lab
1074,1074,Wednesday,4,Civil Engineering Materials Lab
1075,1075,Wednesday,4,DRAWING HALL
1076,1076,Wednesday,4,Mechanics Lab
1077,1077,Wednesday,4,Thermo Lab
1078,1078,Wednesday,4,Electric Machines Lab
1079,1079,Wednesday,4,HMT Lab
1080,1080,Wednesday,4,Vibrations Lab
1081,1081,Wednesday,4,DigitalLab
1082,1082,Wednesday,4,PowerElectronicsLab
1083,1083,Wednesday,4,Survey Lab
1139,1139,Wednesday,5,A1.3
1140,1140,Wednesday,5,A2.8
1141,1141,Wednesday,5,B8
1142,1142,Wednesday,5,B13
1143,1143,Wednesday,5,B14
1144,1144,Wednesday,5,W4
1145,1145,Wednesday,5,Engineering Mechanics Lab
1146,1146,Wednesday,5,Getechnical Engineering Lab
1147,1147,Wednesday,5,Fluid Mechanics Lab
1148,1148,Wednesday,5,Civil Engineering Materials Lab
1149,1149,Wednesday,5,DRAWING HALL
1150,1150,Wednesday,5,Mechanics Lab
1151,1151,Wednesday,5,Thermo Lab
1152,1152,Wednesday,5,Electric Machines Lab
1153,1153,Wednesday,5,HMT Lab
1154,1154,Wednesday,5,Vibrations Lab
1155,1155,Wednesday,5,DigitalLab
1156,1156,Wednesday,5,PowerElectronicsLab
1157,1157,Wednesday,5,DLD Lab
1158,1158,Wednesday,5,Survey Lab
1206,1206,Thursday,0,C1
1207,1207,Thursday,0,C2
1208,1208,Thursday,0,C3
1209,1209,Thursday,0,C4
1210,1210,Thursday,0,C5
1211,1211,Thursday,0,C1.1
1212,1212,Thursday,0,C1.2
1213,1213,Thursday,0,C1.3
1214,1214,Thursday,0,C1.4
1215,1215,Thursday,0,C2.2
1216,1216,Thursday,0,C2.3
1217,1217,Thursday,0,C2.4
1218,1218,Thursday,0,C2.5
1219,1219,Thursday,0,A1
1220,1220,Thursday,0,A3
1221,1221,Thursday,0,A1.1
1222,1222,Thursday,0,A1.2
1223,1223,Thursday,0,A1.3
1224,1224,Thursday,0,A2.1
1225,1225,Thursday,0,A2.2
1226,1226,Thursday,0,A2.8
1227,1227,Thursday,0,B1
1228,1228,Thursday,0,B3
1229,1229,Thursday,0,B4
1230,1230,Thursday,0,B5
1231,1231,Thursday,0,B6
1232,1232,Thursday,0,B7
1233,1233,Thursday,0,B8
1234,1234,Thursday,0,B9
1235,1235,Thursday,0,B10
1236,1236,Thursday,0,B11
1237,1237,Thursday,0,B12
1238,1238,Thursday,0,B13
1239,1239,Thursday,0,B14
1240,1240,Thursday,0,W1
1241,1241,Thursday,0,W2
1242,1242,Thursday,0,W3
1243,1243,Thursday,0,W4
1244,1244,Thursday,0,Engineering Mechanics Lab
1245,1245,Thursday,0,Engineering Drawing Hall
1246,1246,Thursday,0,FYP Lab
1247,1247,Thursday,0,Getechnical Engineering Lab
1248,1248,Thursday,0,Fluid Mechanics Lab
1249,1249,Thursday,0,Civil Engineering Materials Lab
1250,1250,Thursday,0,C Lab1
1251,1251,Thursday,0,C Lab2
1252,1252,Thursday,0,C Lab3
1253,1253,Thursday,0,C Lab4
1254,1254,Thursday,0,C lab5
1255,1255,Thursday,0,MS Lab
1256,1256,Thursday,0,Cisco Lab
1257,1257,Thursday,0,CAD CAM Lab
1258,1258,Thursday,0,Bio Lab
1259,1259,Thursday,0,FSN Lab
1260,1260,Thursday,0,DRAWING HALL
1261,1261,Thursday,0,Mechanics Lab
1262,1262,Thursday,0,Thermo Lab
1263,1263,Thursday,0,Electric Machines Lab
1264,1264,Thursday,0,HMT Lab
1265,1265,Thursday,0,Vibrations Lab
1266,1266,Thursday,0,PhyLab
1267,1267,Thursday,0,C&ELab
1268,1268,Thursday,0,DigitalLab
1269,1269,Thursday,0,PowerElectronicsLab
1270,1270,Thursday,0,Seminar Room
1271,1271,Thursday,0,DLD Lab
1272,1272,Thursday,0,Survey Lab
1273,1273,Thursday,1,C5
1274,1274,Thursday,1,C1.3
1275,1275,Thursday,1,C2.4
1276,1276,Thursday,1,A2.1
1277,1277,Thursday,1,A2.8
1278,1278,Thursday,1,B5
1279,1279,Thursday,1,B6
1280,1280,Thursday,1,B9
1281,1281,Thursday,1,B10
1282,1282,Thursday,1,B11
1283,1283,Thursday,1,W4
1284,1284,Thursday,1,Engineering Mechanics Lab
1285,1285,Thursday,1,Engineering Drawing Hall
1286,1286,Thursday,1,Getechnical Engineering Lab
1287,1287,Thursday,1,Fluid Mechanics Lab
1288,1288,Thursday,1,Civil Engineering Materials Lab
1289,1289,Thursday,1,CAD CAM Lab
1290,1290,Thursday,1,DRAWING HALL
1291,1291,Thursday,1,Mechanics Lab
1292,1292,Thursday,1,Thermo Lab
1293,1293,Thursday,1,Electric Machines Lab
1294,1294,Thursday,1,HMT Lab
1295,1295,Thursday,1,Vibrations Lab
1296,1296,Thursday,1,PhyLab
1297,1297,Thursday,1,C&ELab
1298,1298,Thursday,1,DigitalLab
1299,1299,Thursday,1,PowerElectronicsLab
1300,1300,Thursday,1,Survey Lab
1340,1340,Thursday,2,A2.8
1341,1341,Thursday,2,W1
1342,1342,Thursday,2,Engineering Drawing Hall
1343,1343,Thursday,2,Getechnical Engineering Lab
1344,1344,Thursday,2,Fluid Mechanics Lab
1345,1345,Thursday,2,Civil Engineering Materials Lab
1346,1346,Thursday,2,DRAWING HALL
1347,1347,Thursday,2,Mechanics Lab
1348,1348,Thursday,2,Thermo Lab
1349,1349,Thursday,2,Electric Machines Lab
1350,1350,Thursday,2,HMT Lab
1351,1351,Thursday,2,Vibrations Lab
1352,1352,Thursday,2,C&ELab
1353,1353,Thursday,2,Survey Lab
1407,1407,Thursday,3,B8
1408,1408,Thursday,3,B9
1409,1409,Thursday,3,B13
1410,1410,Thursday,3,W4
1411,1411,Thursday,3,Engineering Mechanics Lab
1412,1412,Thursday,3,Engineering Drawing Hall
1413,1413,Thursday,3,FYP Lab
1414,1414,Thursday,3,Getechnical Engineering Lab
1415,1415,Thursday,3,Fluid Mechanics Lab
1416,1416,Thursday,3,Civil Engineering Materials Lab
1417,1417,Thursday,3,C Lab4
1418,1418,Thursday,3,C lab5
1419,1419,Thursday,3,MS Lab
1420,1420,Thursday,3,DRAWING HALL
1421,1421,Thursday,3,Mechanics Lab
1422,1422,Thursday,3,Thermo Lab
1423,1423,Thursday,3,Electric Machines Lab
1424,1424,Thursday,3,HMT Lab
1425,1425,Thursday,3,Vibrations Lab
1426,1426,Thursday,3,C&ELab
1427,1427,Thursday,3,Survey Lab
1474,1474,Thursday,4,B1
1475,1475,Thursday,4,B12
1476,1476,Thursday,4,Engineering Mechanics Lab
1477,1477,Thursday,4,Engineering Drawing Hall
1478,1478,Thursday,4,FYP Lab
1479,1479,Thursday,4,Fluid Mechanics Lab
1480,1480,Thursday,4,Civil Engineering Materials Lab
1481,1481,Thursday,4,C lab5
1482,1482,Thursday,4,DRAWING HALL
1483,1483,Thursday,4,Mechanics Lab
1484,1484,Thursday,4,Thermo Lab
1485,1485,Thursday,4,Electric Machines Lab
1486,1486,Thursday,4,Vibrations Lab
1487,1487,Thursday,4,C&ELab
1488,1488,Thursday,4,PowerElectronicsLab
1489,1489,Thursday,4,Survey Lab
1541,1541,Thursday,5,A1
1542,1542,Thursday,5,A1.3
1543,1543,Thursday,5,B5
1544,1544,Thursday,5,B8
1545,1545,Thursday,5,B10
1546,1546,Thursday,5,B11
1547,1547,Thursday,5,B12
1548,1548,Thursday,5,B13
1549,1549,Thursday,5,W1
1550,1550,Thursday,5,W2
1551,1551,Thursday,5,W3
1552,1552,Thursday,5,W4
1553,1553,Thursday,5,Engineering Mechanics Lab
1554,1554,Thursday,5,Engineering Drawing Hall
1555,1555,Thursday,5,FYP Lab
1556,1556,Thursday,5,Fluid Mechanics Lab
1557,1557,Thursday,5,Civil Engineering Materials Lab
1558,1558,Thursday,5,DRAWING HALL
1559,1559,Thursday,5,Mechanics Lab
1560,1560,Thursday,5,Thermo Lab
1561,1561,Thursday,5,Electric Machines Lab
1562,1562,Thursday,5,Vibrations Lab
1563,1563,Thursday,5,C&ELab
1564,1564,Thursday,5,PowerElectronicsLab
1565,1565,Thursday,5,DLD Lab
1566,1566,Thursday,5,Survey Lab
1608,1608,Friday,0,C1
1609,1609,Friday,0,C2
1610,1610,Friday,0,C3
1611,1611,Friday,0,C4
1612,1612,Friday,0,C5
1613,1613,Friday,0,C1.1
1614,1614,Friday,0,C1.2
1615,1615,Friday,0,C1.3
1616,1616,Friday,0,C1.4
1617,1617,Friday,0,C2.2
1618,1618,Friday,0,C2.3
1619,1619,Friday,0,C2.4
1620,1620,Friday,0,C2.5
1621,1621,Friday,0,A1
1622,1622,Friday,0,A3
1623,1623,Friday,0,A1.1
1624,1624,Friday,0,A1.2
1625,1625,Friday,0,A1.3
1626,1626,Friday,0,A2.1
1627,1627,Friday,0,A2.2
1628,1628,Friday,0,A2.8
1629,1629,Friday,0,B1
1630,1630,Friday,0,B3
1631,1631,Friday,0,B4
1632,1632,Friday,0,B5
1633,1633,Friday,0,B6
1634,1634,Friday,0,B7
1635,1635,Friday,0,B8
1636,1636,Friday,0,B9
1637,1637,Friday,0,B10
1638,1638,Friday,0,B11
1639,1639,Friday,0,B12
1640,1640,Friday,0,B13
1641,1641,Friday,0,B14
1642,1642,Friday,0,W1
1643,1643,Friday,0,W2
1644,1644,Friday,0,W3
1645,1645,Friday,0,W4
1646,1646,Friday,0,Engineering Mechanics Lab
1647,1647,Friday,0,Engineering Drawing Hall
1648,1648,Friday,0,FYP Lab
1649,1649,Friday,0,Getechnical Engineering Lab
1650,1650,Friday,0,Fluid Mechanics Lab
1651,1651,Friday,0,Civil Engineering Materials Lab
1652,1652,Friday,0,C Lab1
1653,1653,Friday,0,C Lab2
1654,1654,Friday,0,C Lab3
1655,1655,Friday,0,C Lab4
1656,1656,Friday,0,C lab5
1657,1657,Friday,0,MS Lab
1658,1658,Friday,0,Cisco Lab
1659,1659,Friday,0,CAD CAM Lab
1660,1660,Friday,0,Bio Lab
1661,1661,Friday,0,FSN Lab
1662,1662,Friday,0,DRAWING HALL
1663,1663,Friday,0,Mechanics Lab
1664,1664,Friday,0,Thermo Lab
1665,1665,Friday,0,Electric Machines Lab
1666,1666,Friday,0,HMT Lab
1667,1667,Friday,0,Vibrations Lab
1668,1668,Friday,0,PhyLab
1669,1669,Friday,0,C&ELab
1670,1670,Friday,0,DigitalLab
1671,1671,Friday,0,PowerElectronicsLab
1672,1672,Friday,0,Seminar Room
1673,1673,Friday,0,DLD Lab
1674,1674,Friday,0,Survey Lab
1675,1675,Friday,1,C2
1676,1676,Friday,1,C1.3
1677,1677,Friday,1,C2.2
1678,1678,Friday,1,A2.8
1679,1679,Friday,1,B12
1680,1680,Friday,1,B14
1681,1681,Friday,1,Engineering Mechanics Lab
1682,1682,Friday,1,Engineering Drawing Hall
1683,1683,Friday,1,Getechnical Engineering Lab
1684,1684,Friday,1,Fluid Mechanics Lab
1685,1685,Friday,1,Civil Engineering Materials Lab
1686,1686,Friday,1,C Lab4
1687,1687,Friday,1,Mechanics Lab
1688,1688,Friday,1,Electric Machines Lab
1689,1689,Friday,1,HMT Lab
1690,1690,Friday,1,Vibrations Lab
1691,1691,Friday,1,PhyLab
1692,1692,Friday,1,C&ELab
1693,1693,Friday,1,DigitalLab
1694,1694,Friday,1,PowerElectronicsLab
1695,1695,Friday,1,Survey Lab
1742,1742,Friday,2,C3
1743,1743,Friday,2,A2.8
1744,1744,Friday,2,B3
1745,1745,Friday,2,B4
1746,1746,Friday,2,B6
1747,1747,Friday,2,B7
1748,1748,Friday,2,B10
1749,1749,Friday,2,B11
1750,1750,Friday,2,B13
1751,1751,Friday,2,W3
1752,1752,Friday,2,W4
1753,1753,Friday,2,Engineering Mechanics Lab
1754,1754,Friday,2,Engineering Drawing Hall
1755,1755,Friday,2,Getechnical Engineering Lab
